,Experiment ID,Num Epochs,Batch Size,Learning Rate,Regularization Lambda,DropOut,Train Time,Train Loss Value,Validation Accuracy,Validation Loss,Test Time,Test Loss,Test Accuracy
0,1,25,32,0.005,0,0,380.7871615886688,0.567,0.707,0.592,380.21635580062866,29.3,0.707
